,state,stateabb,year,binge_all,binge_male,binge_female,poverty
14994,Arizona,AZ,2014,False,False,False,True
14997,Oregon,OR,2011,False,False,False,True
15048,Connecticut,CT,2015,False,False,False,True
15053,Ohio,OH,2013,False,False,False,True
15060,Pennsylvania,PA,2013,False,False,False,True
15073,Mississippi,MS,2010,False,False,False,True
15081,Wyoming,WY,2014,False,False,False,True
15102,Alabama,AL,2016,False,False,False,True
15103,Indiana,IN,2016,False,False,False,True
15104,Kentucky,KY,2016,False,False,False,True
15106,Delaware,DE,2015,False,False,False,True
15134,Puerto Rico,PR,2016,False,False,False,True
15137,North Carolina,NC,2010,False,False,False,True
15143,Maryland,MD,2018,False,False,False,True
15175,Kansas,KS,2010,False,False,False,True
15177,North Dakota,ND,2011,False,False,False,True
15178,Tennessee,TN,2013,False,False,False,True
15189,Utah,UT,2012,False,False,False,True
15232,Nebraska,NE,2015,False,False,False,True
15233,Montana,MT,2014,False,False,False,True
397556,Alaska,AK,2012,True,False,True,False
399217,Georgia,GA,2018,True,True,False,False
401499,Indiana,IN,2019,True,False,True,False
403138,Arizona,AZ,2012,True,False,True,False
404336,Indiana,IN,2013,True,False,True,False
404352,Hawaii,HI,2016,True,False,True,False
404378,Kansas,KS,2019,True,True,False,False
404391,Kansas,KS,2014,True,False,True,False
404407,Georgia,GA,2017,True,True,False,False
404413,Arkansas,AR,2012,True,True,False,False
404423,Delaware,DE,2017,True,True,False,False
404430,Iowa,IA,2017,True,False,True,False
404497,Arizona,AZ,2011,True,True,False,False
404532,Arizona,AZ,2013,True,False,True,False
404541,Iowa,IA,2012,True,True,False,False
404561,Georgia,GA,2012,True,False,True,False
404604,Idaho,ID,2016,True,False,True,False
404639,Florida,FL,2013,True,True,False,False
404648,Hawaii,HI,2018,True,True,False,False
404691,Delaware,DE,2011,True,True,False,False
404736,Delaware,DE,2019,True,False,True,False
404795,Delaware,DE,2015,True,False,True,False
404858,Alabama,AL,2013,True,False,True,False
404875,Georgia,GA,2015,True,True,False,False
404876,Illinois,IL,2011,True,False,True,False
404922,Idaho,ID,2012,True,True,False,False
404923,Hawaii,HI,2014,True,False,True,False
404931,Alabama,AL,2011,True,False,True,False
404953,Hawaii,HI,2015,True,True,False,False
404982,Georgia,GA,2012,True,True,False,False
405002,Colorado,CO,2014,True,False,True,False
405037,Idaho,ID,2019,True,True,False,False
405057,Hawaii,HI,2017,True,False,True,False
405059,District of Columbia,DC,2012,True,True,False,False
405109,Illinois,IL,2018,True,False,True,False
405158,Iowa,IA,2014,True,False,True,False
405193,Indiana,IN,2015,True,True,False,False
405197,Hawaii,HI,2012,True,False,True,False
405245,Hawaii,HI,2011,True,False,True,False
405264,Iowa,IA,2019,True,True,False,False
405291,Idaho,ID,2018,True,False,True,False
405292,Iowa,IA,2014,True,True,False,False
405294,Hawaii,HI,2013,True,False,True,False
405318,Colorado,CO,2016,True,False,True,False
405326,Indiana,IN,2011,True,True,False,False
405390,Georgia,GA,2014,True,True,False,False
405423,Hawaii,HI,2016,True,True,False,False
405449,Iowa,IA,2012,True,False,True,False
405475,Delaware,DE,2019,True,True,False,False
405482,Indiana,IN,2013,True,True,False,False
405550,Hawaii,HI,2018,True,False,True,False
405593,Georgia,GA,2019,True,True,False,False
405675,Kansas,KS,2015,True,True,False,False
405681,Hawaii,HI,2014,True,True,False,False
405712,Kentucky,KY,2014,True,False,True,False
405725,Iowa,IA,2018,True,False,True,False
405727,Iowa,IA,2015,True,True,False,False
405756,Georgia,GA,2016,True,True,False,False
405764,Kansas,KS,2015,True,False,True,False
405793,Alabama,AL,2017,True,False,True,False
405795,Hawaii,HI,2015,True,False,True,False
405848,Delaware,DE,2013,True,True,False,False
405869,Alaska,AK,2018,True,True,False,False
405870,Idaho,ID,2014,True,False,True,False
405880,Illinois,IL,2017,True,False,True,False
405892,Alabama,AL,2019,True,False,True,False
405894,Indiana,IN,2019,True,True,False,False
405902,Hawaii,HI,2017,True,True,False,False
405905,District of Columbia,DC,2012,True,False,True,False
405920,Colorado,CO,2012,True,False,True,False
405931,Kansas,KS,2018,True,True,False,False
405937,Idaho,ID,2018,True,True,False,False
405957,Hawaii,HI,2013,True,True,False,False
405976,Alaska,AK,2016,True,True,False,False
405979,Kansas,KS,2012,True,False,True,False
405990,Idaho,ID,2012,True,False,True,False
406070,Hawaii,HI,2011,True,True,False,False
406128,Alabama,AL,2015,True,False,True,False
406150,Illinois,IL,2013,True,True,False,False
406176,Illinois,IL,2016,True,True,False,False
406178,Alaska,AK,2014,True,True,False,False
406188,Georgia,GA,2014,True,False,True,False
406226,Florida,FL,2019,True,True,False,False
406264,Indiana,IN,2011,True,False,True,False
406280,Indiana,IN,2013,True,False,True,False
406309,Kansas,KS,2019,True,True,False,False
406328,Colorado,CO,2016,True,True,False,False
406367,Connecticut,CT,2015,True,False,True,False
406380,Georgia,GA,2019,True,False,True,False
406411,District of Columbia,DC,2015,True,False,True,False
406413,Connecticut,CT,2018,True,False,True,False
406419,Iowa,IA,2011,True,False,True,False
406442,Arizona,AZ,2018,True,False,True,False
406454,Kansas,KS,2011,True,False,True,False
406470,Kansas,KS,2017,True,True,False,False
406502,Arizona,AZ,2017,True,False,True,False
406511,Iowa,IA,2015,True,False,True,False
406520,Kansas,KS,2017,True,False,True,False
406558,Iowa,IA,2018,True,True,False,False
406572,California,CA,2018,True,False,True,False
406586,Arizona,AZ,2012,True,True,False,False
406625,Kansas,KS,2013,True,True,False,False
406634,Alaska,AK,2018,True,False,True,False
406637,Kentucky,KY,2014,True,True,False,False
406663,Delaware,DE,2013,True,False,True,False
406735,Arizona,AZ,2017,True,True,False,False
406757,Alaska,AK,2016,True,False,True,False
406762,Kansas,KS,2018,True,False,True,False
406768,Georgia,GA,2016,True,False,True,False
406780,Kansas,KS,2012,True,True,False,False
406784,Illinois,IL,2013,True,False,True,False
406795,Kentucky,KY,2018,True,True,False,False
406819,Georgia,GA,2012,True,True,False,False
406835,Idaho,ID,2012,True,True,False,False
406837,Arizona,AZ,2015,True,True,False,False
406872,Indiana,IN,2017,True,False,True,False
406884,Kentucky,KY,2011,True,False,True,False
406899,Illinois,IL,2011,True,False,True,False
406903,Illinois,IL,2017,True,True,False,False
406922,Kansas,KS,2011,True,True,False,False
406938,Kansas,KS,2019,True,False,True,False
406979,Iowa,IA,2017,True,True,False,False
406988,Arizona,AZ,2019,True,False,True,False
406999,Georgia,GA,2017,True,False,True,False
407003,Alaska,AK,2013,True,False,True,False
407006,Delaware,DE,2017,True,False,True,False
407023,Arizona,AZ,2019,True,True,False,False
407025,Kansas,KS,2016,True,False,True,False
407059,Illinois,IL,2018,True,True,False,False
407064,Arkansas,AR,2012,True,False,True,False
407085,Arizona,AZ,2013,True,True,False,False
407088,Idaho,ID,2014,True,True,False,False
407096,Illinois,IL,2015,True,False,True,False
407127,Arizona,AZ,2011,True,False,True,False
407173,Delaware,DE,2011,True,False,True,False
407222,Idaho,ID,2016,True,True,False,False
407267,Kentucky,KY,2012,True,False,True,False
407294,Illinois,IL,2015,True,True,False,False
407301,Arizona,AZ,2016,True,False,True,False
407309,Connecticut,CT,2018,True,True,False,False
407378,Arizona,AZ,2014,True,False,True,False
407380,Florida,FL,2017,True,True,False,False
407387,Delaware,DE,2015,True,True,False,False
407397,Indiana,IN,2017,True,True,False,False
407472,California,CA,2019,True,True,False,False
407491,Kansas,KS,2013,True,False,True,False
407518,Illinois,IL,2011,True,True,False,False
407575,Kentucky,KY,2012,True,True,False,False
407576,Georgia,GA,2015,True,False,True,False
407599,Connecticut,CT,2013,True,False,True,False
407664,Alaska,AK,2013,True,True,False,False
407681,Arizona,AZ,2015,True,False,True,False
407709,Florida,FL,2015,True,True,False,False
407758,California,CA,2019,True,False,True,False
407764,Iowa,IA,2019,True,False,True,False
407765,Georgia,GA,2018,True,False,True,False
407784,Hawaii,HI,2012,True,True,False,False
407789,Colorado,CO,2014,True,True,False,False
407814,Indiana,IN,2015,True,False,True,False
407818,Illinois,IL,2012,True,True,False,False
407843,Florida,FL,2013,True,True,False,False
407862,Illinois,IL,2014,True,True,False,False
407873,Indiana,IN,2014,True,True,False,False
407884,Hawaii,HI,2017,True,True,False,False
407900,Florida,FL,2011,True,False,True,False
407904,Kentucky,KY,2018,True,False,True,False
407905,Iowa,IA,2011,True,True,False,False
407913,Iowa,IA,2013,True,False,True,False
407959,Iowa,IA,2014,True,True,False,False
407984,California,CA,2017,True,False,True,False
408103,Iowa,IA,2018,True,False,True,False
408127,Alabama,AL,2016,True,True,False,False
408154,Idaho,ID,2017,True,False,True,False
408222,Idaho,ID,2014,True,False,True,False
408254,Georgia,GA,2012,True,False,True,False
408266,Alabama,AL,2017,True,False,True,False
408323,Alaska,AK,2011,True,True,False,False
408329,Indiana,IN,2019,True,False,True,False
408340,Georgia,GA,2016,True,True,False,False
408355,Alabama,AL,2019,True,False,True,False
408383,Idaho,ID,2011,True,True,False,False
408404,Alaska,AK,2012,True,True,False,False
408411,Alabama,AL,2012,True,False,True,False
408444,Connecticut,CT,2016,True,True,False,False
408453,Hawaii,HI,2011,True,False,True,False
408470,Alabama,AL,2018,True,True,False,False
408506,California,CA,2015,True,True,False,False
408520,Arkansas,AR,2014,True,False,True,False
408536,Alabama,AL,2013,True,False,True,False
408560,Idaho,ID,2018,True,False,True,False
408570,Hawaii,HI,2013,True,False,True,False
408602,Georgia,GA,2013,True,True,False,False
408612,California,CA,2013,True,True,False,False
408619,Kansas,KS,2015,True,False,True,False
408622,Arkansas,AR,2016,True,False,True,False
408644,Georgia,GA,2014,True,True,False,False
408665,Hawaii,HI,2015,True,False,True,False
408673,Indiana,IN,2011,True,True,False,False
408701,Georgia,GA,2018,True,True,False,False
408710,Hawaii,HI,2015,True,True,False,False
408711,Iowa,IA,2012,True,False,True,False
408740,Indiana,IN,2013,True,True,False,False
408794,Hawaii,HI,2017,True,False,True,False
408810,Arkansas,AR,2018,True,False,True,False
408815,Indiana,IN,2012,True,True,False,False
408831,California,CA,2017,True,True,False,False
408839,Iowa,IA,2014,True,False,True,False
408874,District of Columbia,DC,2015,True,True,False,False
408883,Iowa,IA,2013,True,True,False,False
408910,Indiana,IN,2015,True,True,False,False
408973,Alabama,AL,2016,True,False,True,False
409005,Alabama,AL,2015,True,True,False,False
409012,Florida,FL,2013,True,False,True,False
409065,Idaho,ID,2016,True,False,True,False
409071,Alabama,AL,2017,True,True,False,False
409079,Alabama,AL,2011,True,False,True,False
409138,Kentucky,KY,2016,True,True,False,False
409142,Colorado,CO,2019,True,False,True,False
409182,Colorado,CO,2017,True,True,False,False
409193,District of Columbia,DC,2018,True,False,True,False
409203,Idaho,ID,2019,True,True,False,False
409230,Alabama,AL,2019,True,True,False,False
409235,Idaho,ID,2013,True,False,True,False
409250,Illinois,IL,2018,True,False,True,False
409260,Kansas,KS,2013,True,False,True,False
409289,Indiana,IN,2019,True,True,False,False
409295,Idaho,ID,2012,True,False,True,False
409303,Hawaii,HI,2013,True,True,False,False
409342,Alabama,AL,2018,True,False,True,False
409364,Alaska,AK,2012,True,False,True,False
409389,Connecticut,CT,2016,True,False,True,False
409457,Kentucky,KY,2017,True,False,True,False
409469,Florida,FL,2014,True,True,False,False
409500,California,CA,2015,True,False,True,False
409546,Georgia,GA,2013,True,False,True,False
409559,District of Columbia,DC,2016,True,False,True,False
409562,Idaho,ID,2019,True,False,True,False
409564,Indiana,IN,2018,True,True,False,False
409621,Arizona,AZ,2013,True,False,True,False
409623,California,CA,2013,True,False,True,False
409648,Idaho,ID,2015,True,False,True,False
409652,Iowa,IA,2012,True,True,False,False
409682,Alaska,AK,2013,True,True,False,False
409685,Arkansas,AR,2018,True,True,False,False
409688,Indiana,IN,2012,True,False,True,False
409710,Georgia,GA,2018,True,False,True,False
409718,California,CA,2011,True,False,True,False
409735,Indiana,IN,2015,True,False,True,False
409739,Florida,FL,2015,True,True,False,False
409777,Arizona,AZ,2019,True,False,True,False
409788,Illinois,IL,2012,True,True,False,False
409807,District of Columbia,DC,2015,True,False,True,False
409825,Hawaii,HI,2011,True,True,False,False
409841,Illinois,IL,2014,True,True,False,False
409844,Kentucky,KY,2018,True,False,True,False
409906,District of Columbia,DC,2014,True,False,True,False
409932,Alabama,AL,2015,True,False,True,False
409948,Georgia,GA,2011,True,True,False,False
409949,Colorado,CO,2019,True,True,False,False
410000,Alabama,AL,2014,True,False,True,False
410003,Kentucky,KY,2016,True,False,True,False
410039,Illinois,IL,2015,True,False,True,False
410106,Colorado,CO,2017,True,False,True,False
410121,Idaho,ID,2016,True,True,False,False
410131,Alabama,AL,2011,True,True,False,False
410159,Florida,FL,2017,True,False,True,False
410172,Idaho,ID,2013,True,True,False,False
410211,Kentucky,KY,2012,True,False,True,False
410221,Illinois,IL,2019,True,True,False,False
410234,Connecticut,CT,2014,True,True,False,False
410251,District of Columbia,DC,2018,True,True,False,False
410323,Indiana,IN,2017,True,True,False,False
410348,Kansas,KS,2011,True,True,False,False
410359,District of Columbia,DC,2016,True,True,False,False
410372,Florida,FL,2017,True,True,False,False
410386,Florida,FL,2014,True,False,True,False
410398,Kansas,KS,2013,True,True,False,False
410421,California,CA,2019,True,True,False,False
410424,Indiana,IN,2018,True,False,True,False
410446,Illinois,IL,2018,True,True,False,False
410479,Illinois,IL,2012,True,False,True,False
410481,Arizona,AZ,2013,True,True,False,False
410505,Indiana,IN,2016,True,False,True,False
410522,Florida,FL,2015,True,False,True,False
410536,Florida,FL,2011,True,True,False,False
410550,Illinois,IL,2014,True,False,True,False
410557,Florida,FL,2013,True,False,True,False
410559,Idaho,ID,2015,True,True,False,False
410582,California,CA,2011,True,True,False,False
410594,Illinois,IL,2013,True,False,True,False
410600,Idaho,ID,2017,True,True,False,False
410628,Florida,FL,2018,True,True,False,False
410638,Illinois,IL,2016,True,False,True,False
410687,Indiana,IN,2017,True,False,True,False
410721,Florida,FL,2019,True,False,True,False
410741,Arizona,AZ,2017,True,False,True,False
410759,Kansas,KS,2019,True,False,True,False
410790,Connecticut,CT,2012,True,True,False,False
410852,Iowa,IA,2018,True,True,False,False
410870,Alabama,AL,2014,True,True,False,False
410883,District of Columbia,DC,2015,True,True,False,False
410892,Indiana,IN,2014,True,False,True,False
410917,Kansas,KS,2017,True,False,True,False
410966,Idaho,ID,2014,True,True,False,False
411000,Georgia,GA,2016,True,False,True,False
411023,California,CA,2018,True,True,False,False
411055,Alaska,AK,2011,True,False,True,False
411064,Arizona,AZ,2015,True,False,True,False
411069,Illinois,IL,2019,True,False,True,False
411089,Idaho,ID,2011,True,False,True,False
411099,Alabama,AL,2013,True,True,False,False
411127,Florida,FL,2016,True,True,False,False
411183,Kansas,KS,2011,True,False,True,False
411202,Arkansas,AR,2016,True,True,False,False
411239,California,CA,2018,True,False,True,False
411319,Arkansas,AR,2014,True,True,False,False
411337,Georgia,GA,2014,True,False,True,False
411341,Indiana,IN,2011,True,False,True,False
411354,Florida,FL,2019,True,True,False,False
411376,Illinois,IL,2016,True,True,False,False
411381,Indiana,IN,2016,True,True,False,False
411426,Alabama,AL,2016,True,False,True,False
411453,Connecticut,CT,2012,True,False,True,False
411459,Kentucky,KY,2017,True,False,True,False
411460,Florida,FL,2014,True,True,False,False
411510,Florida,FL,2012,True,False,True,False
411522,Georgia,GA,2013,True,False,True,False
411524,District of Columbia,DC,2016,True,False,True,False
411562,Alabama,AL,2017,True,True,False,False
411563,Arkansas,AR,2011,True,True,False,False
411573,California,CA,2014,True,True,False,False
411598,California,CA,2013,True,False,True,False
411603,Idaho,ID,2015,True,False,True,False
411673,Iowa,IA,2013,True,True,False,False
411675,Colorado,CO,2015,True,False,True,False
411695,California,CA,2016,True,False,True,False
411696,Idaho,ID,2013,True,False,True,False
411746,Iowa,IA,2016,True,True,False,False
411759,District of Columbia,DC,2013,True,False,True,False
411760,Colorado,CO,2011,True,False,True,False
411769,Delaware,DE,2014,True,True,False,False
411778,Alabama,AL,2018,True,False,True,False
411827,California,CA,2015,True,False,True,False
411832,California,CA,2012,True,True,False,False
411854,Hawaii,HI,2019,True,True,False,False
411856,Alabama,AL,2015,True,True,False,False
411902,Alaska,AK,2017,True,True,False,False
411919,Indiana,IN,2018,True,False,True,False
411922,Arkansas,AR,2013,True,False,True,False
411955,Idaho,ID,2019,True,False,True,False
411957,Connecticut,CT,2017,True,True,False,False
412021,Kentucky,KY,2016,True,True,False,False
412023,Arkansas,AR,2015,True,False,True,False
412026,Colorado,CO,2019,True,False,True,False
412059,District of Columbia,DC,2011,True,True,False,False
412066,Colorado,CO,2017,True,True,False,False
412081,Kentucky,KY,2013,True,False,True,False
412102,Colorado,CO,2011,True,True,False,False
412116,Arkansas,AR,2018,True,False,True,False
412120,Indiana,IN,2012,True,True,False,False
412121,Kansas,KS,2014,True,True,False,False
412125,Alaska,AK,2011,True,True,False,False
412143,Kentucky,KY,2017,True,True,False,False
412151,Arkansas,AR,2019,True,True,False,False
412156,Alabama,AL,2012,True,False,True,False
412173,California,CA,2017,True,True,False,False
412180,Florida,FL,2016,True,False,True,False
412182,Illinois,IL,2019,True,True,False,False
412218,District of Columbia,DC,2018,True,False,True,False
412227,Iowa,IA,2011,True,False,True,False
412240,Connecticut,CT,2016,True,False,True,False
412277,Kentucky,KY,2018,True,True,False,False
412301,Arkansas,AR,2014,True,False,True,False
412307,District of Columbia,DC,2014,True,True,False,False
412330,Alabama,AL,2016,True,True,False,False
412393,Georgia,GA,2013,True,True,False,False
412408,Arkansas,AR,2017,True,False,True,False
412409,California,CA,2013,True,True,False,False
412419,California,CA,2014,True,False,True,False
412430,Kentucky,KY,2015,True,True,False,False
412463,Arkansas,AR,2011,True,False,True,False
412475,Alaska,AK,2019,True,True,False,False
412512,Indiana,IN,2014,True,True,False,False
412520,Alabama,AL,2019,True,True,False,False
412537,Colorado,CO,2013,True,False,True,False
412553,California,CA,2011,True,True,False,False
412557,Iowa,IA,2013,True,False,True,False
412574,California,CA,2016,True,True,False,False
412610,Idaho,ID,2011,True,True,False,False
412628,District of Columbia,DC,2013,True,True,False,False
412687,Alabama,AL,2018,True,True,False,False
412735,District of Columbia,DC,2019,True,False,True,False
412744,California,CA,2015,True,True,False,False
412751,California,CA,2012,True,False,True,False
412822,Idaho,ID,2017,True,False,True,False
412834,District of Columbia,DC,2017,True,False,True,False
412838,Alabama,AL,2012,True,True,False,False
412852,Arkansas,AR,2016,True,False,True,False
412890,Indiana,IN,2018,True,True,False,False
412969,District of Columbia,DC,2011,True,False,True,False
412980,Alaska,AK,2011,True,False,True,False
412983,Iowa,IA,2011,True,True,False,False
413007,Colorado,CO,2018,True,True,False,False
413038,Florida,FL,2011,True,False,True,False
413043,Delaware,DE,2012,True,True,False,False
413052,Connecticut,CT,2017,True,False,True,False
413067,Delaware,DE,2018,True,True,False,False
413097,Alaska,AK,2015,True,True,False,False
413107,Alaska,AK,2012,True,True,False,False
413118,Connecticut,CT,2014,True,True,False,False
413167,Connecticut,CT,2016,True,True,False,False
413170,California,CA,2017,True,False,True,False
413179,Delaware,DE,2016,True,False,True,False
413250,Florida,FL,2018,True,False,True,False
413274,District of Columbia,DC,2014,True,False,True,False
413280,Arizona,AZ,2018,True,True,False,False
413319,Connecticut,CT,2015,True,True,False,False
413343,Arkansas,AR,2017,True,True,False,False
413355,Arkansas,AR,2014,True,True,False,False
413363,Kentucky,KY,2015,True,False,True,False
413380,Colorado,CO,2013,True,True,False,False
413385,Indiana,IN,2014,True,False,True,False
413404,Alaska,AK,2019,True,False,True,False
413421,Indiana,IN,2016,True,True,False,False
413457,Alabama,AL,2011,True,True,False,False
413523,Connecticut,CT,2012,True,False,True,False
413524,California,CA,2011,True,False,True,False
413551,Idaho,ID,2011,True,False,True,False
413664,District of Columbia,DC,2019,True,True,False,False
413724,Iowa,IA,2016,True,False,True,False
413726,Colorado,CO,2011,True,True,False,False
413769,Alabama,AL,2014,True,True,False,False
413818,Florida,FL,2016,True,False,True,False
413819,Delaware,DE,2018,True,False,True,False
413831,Arkansas,AR,2016,True,True,False,False
413871,Connecticut,CT,2019,True,True,False,False
413887,Delaware,DE,2012,True,False,True,False
413911,Florida,FL,2018,True,True,False,False
413912,Florida,FL,2011,True,True,False,False
413967,Colorado,CO,2018,True,False,True,False
413969,California,CA,2018,True,True,False,False
413973,Idaho,ID,2017,True,True,False,False
414005,District of Columbia,DC,2017,True,True,False,False
414036,Illinois,IL,2016,True,False,True,False
414046,Alaska,AK,2014,True,False,True,False
414064,Florida,FL,2019,True,False,True,False
414075,Delaware,DE,2016,True,True,False,False
414163,Florida,FL,2012,True,True,False,False
414181,Connecticut,CT,2012,True,True,False,False
414182,District of Columbia,DC,2016,True,True,False,False
414196,Florida,FL,2014,True,False,True,False
414198,Connecticut,CT,2013,True,True,False,False
414260,Illinois,IL,2012,True,False,True,False
414300,Indiana,IN,2016,True,False,True,False
414304,Arkansas,AR,2015,True,True,False,False
414305,Georgia,GA,2011,True,True,False,False
414310,Florida,FL,2015,True,False,True,False
414327,Illinois,IL,2014,True,False,True,False
414329,Colorado,CO,2015,True,True,False,False
414360,Idaho,ID,2015,True,True,False,False
414391,District of Columbia,DC,2014,True,True,False,False
414420,Idaho,ID,2013,True,True,False,False
414444,Georgia,GA,2011,True,False,True,False
414450,Kansas,KS,2016,True,True,False,False
414511,Delaware,DE,2014,True,False,True,False
414579,Hawaii,HI,2019,True,False,True,False
414591,Arkansas,AR,2013,True,True,False,False
414603,Alaska,AK,2017,True,False,True,False
414625,Arizona,AZ,2016,True,True,False,False
414632,Colorado,CO,2019,True,True,False,False
414671,Alabama,AL,2014,True,False,True,False
414684,Kentucky,KY,2016,True,False,True,False
414699,Connecticut,CT,2014,True,False,True,False
414705,Kentucky,KY,2013,True,True,False,False
414722,Connecticut,CT,2019,True,False,True,False
414763,Colorado,CO,2017,True,False,True,False
414764,Indiana,IN,2012,True,False,True,False
414803,Florida,FL,2017,True,False,True,False
414813,Alabama,AL,2012,True,True,False,False
414852,Illinois,IL,2019,True,False,True,False
414891,Arkansas,AR,2018,True,True,False,False
414900,Arkansas,AR,2019,True,False,True,False
414911,Florida,FL,2016,True,True,False,False
414921,Connecticut,CT,2011,True,True,False,False
414938,District of Columbia,DC,2018,True,True,False,False
414987,Delaware,DE,2013,True,True,False,False
415003,Illinois,IL,2017,True,False,True,False
415008,District of Columbia,DC,2011,True,False,True,False
415017,Delaware,DE,2018,True,True,False,False
415037,Colorado,CO,2018,True,True,False,False
415048,Kansas,KS,2018,True,True,False,False
415052,Delaware,DE,2012,True,True,False,False
415060,California,CA,2016,True,True,False,False
415062,District of Columbia,DC,2012,True,False,True,False
415075,Idaho,ID,2018,True,True,False,False
415078,District of Columbia,DC,2013,True,True,False,False
415109,Alaska,AK,2016,True,True,False,False
415121,Hawaii,HI,2018,True,False,True,False
415168,Georgia,GA,2019,True,True,False,False
415301,Iowa,IA,2015,True,True,False,False
415308,Arkansas,AR,2012,True,True,False,False
415317,Colorado,CO,2016,True,False,True,False
415328,Alaska,AK,2019,True,True,False,False
415342,Kentucky,KY,2015,True,True,False,False
415343,Arizona,AZ,2012,True,False,True,False
415369,Arkansas,AR,2011,True,True,False,False
415487,Alaska,AK,2018,True,True,False,False
415519,Colorado,CO,2012,True,True,False,False
415587,Connecticut,CT,2011,True,False,True,False
415609,Delaware,DE,2016,True,False,True,False
415652,District of Columbia,DC,2019,True,False,True,False
415663,Hawaii,HI,2016,True,True,False,False
415697,Kansas,KS,2015,True,True,False,False
415718,Arkansas,AR,2017,True,False,True,False
415724,Kentucky,KY,2014,True,False,True,False
415736,Connecticut,CT,2019,True,True,False,False
415776,Connecticut,CT,2017,True,False,True,False
415784,California,CA,2014,True,False,True,False
415795,Delaware,DE,2018,True,False,True,False
415820,Colorado,CO,2013,True,False,True,False
415830,Arizona,AZ,2014,True,True,False,False
415846,Alaska,AK,2015,True,False,True,False
415890,California,CA,2016,True,False,True,False
415895,Kentucky,KY,2013,True,False,True,False
415936,Alabama,AL,2013,True,True,False,False
415941,Arkansas,AR,2013,True,False,True,False
415943,Kentucky,KY,2017,True,True,False,False
415950,Hawaii,HI,2018,True,True,False,False
415958,Florida,FL,2012,True,False,True,False
415967,Kansas,KS,2014,True,True,False,False
415980,District of Columbia,DC,2013,True,False,True,False
415992,Arkansas,AR,2019,True,True,False,False
415998,District of Columbia,DC,2012,True,True,False,False
416026,Delaware,DE,2014,True,True,False,False
416045,Delaware,DE,2019,True,True,False,False
416058,Hawaii,HI,2012,True,False,True,False
416069,Colorado,CO,2014,True,False,True,False
416137,Alaska,AK,2017,True,True,False,False
416153,Hawaii,HI,2019,True,True,False,False
416209,Colorado,CO,2015,True,False,True,False
416214,Arkansas,AR,2012,True,False,True,False
416218,Iowa,IA,2017,True,False,True,False
416249,District of Columbia,DC,2011,True,True,False,False
416361,Colorado,CO,2012,True,False,True,False
416417,Iowa,IA,2016,True,True,False,False
416420,Colorado,CO,2011,True,False,True,False
416458,Alaska,AK,2015,True,True,False,False
416471,Kentucky,KY,2011,True,True,False,False
416492,Hawaii,HI,2016,True,False,True,False
416510,California,CA,2012,True,False,True,False
416515,Delaware,DE,2015,True,False,True,False
416538,Hawaii,HI,2014,True,True,False,False
416562,Georgia,GA,2017,True,True,False,False
416574,District of Columbia,DC,2017,True,False,True,False
416578,Kansas,KS,2014,True,False,True,False
416588,Delaware,DE,2017,True,True,False,False
416600,Connecticut,CT,2017,True,True,False,False
416626,Arizona,AZ,2011,True,True,False,False
416678,Arkansas,AR,2015,True,False,True,False
416695,California,CA,2014,True,True,False,False
416724,Colorado,CO,2015,True,True,False,False
416742,Connecticut,CT,2013,True,False,True,False
416798,Kansas,KS,2016,True,True,False,False
416806,Delaware,DE,2014,True,False,True,False
416817,Delaware,DE,2011,True,True,False,False
416828,Arkansas,AR,2019,True,False,True,False
416838,Georgia,GA,2011,True,False,True,False
416865,Delaware,DE,2019,True,False,True,False
416875,Iowa,IA,2019,True,False,True,False
416880,Illinois,IL,2015,True,True,False,False
416886,Hawaii,HI,2012,True,True,False,False
416899,Colorado,CO,2014,True,True,False,False
416951,Hawaii,HI,2019,True,False,True,False
416988,Arizona,AZ,2016,True,True,False,False
416996,Alaska,AK,2017,True,False,True,False
417027,Kentucky,KY,2012,True,True,False,False
417059,Iowa,IA,2017,True,True,False,False
417113,Connecticut,CT,2014,True,False,True,False
417125,Kansas,KS,2016,True,False,True,False
417148,Arizona,AZ,2014,True,True,False,False
417157,Missouri,MO,2011,True,False,True,False
417201,Kansas,KS,2012,True,True,False,False
417217,Colorado,CO,2012,True,True,False,False
417230,Alaska,AK,2015,True,False,True,False
417260,Arizona,AZ,2016,True,False,True,False
417270,California,CA,2019,True,False,True,False
417279,Connecticut,CT,2018,True,True,False,False
417298,Kentucky,KY,2011,True,False,True,False
417333,Iowa,IA,2016,True,False,True,False
417353,Georgia,GA,2017,True,False,True,False
417357,Connecticut,CT,2013,True,True,False,False
417363,Delaware,DE,2015,True,True,False,False
417406,California,CA,2012,True,True,False,False
417419,Florida,FL,2012,True,True,False,False
417433,Delaware,DE,2017,True,False,True,False
417435,Alaska,AK,2013,True,False,True,False
417458,Georgia,GA,2015,True,True,False,False
417464,West Virginia,WV,2014,True,False,True,False
417487,Arizona,AZ,2019,True,True,False,False
417492,Connecticut,CT,2011,True,False,True,False
417496,Hawaii,HI,2014,True,False,True,False
417529,Arizona,AZ,2011,True,False,True,False
417551,Arkansas,AR,2015,True,True,False,False
417555,Kentucky,KY,2013,True,True,False,False
417595,Arizona,AZ,2018,True,False,True,False
417616,Alaska,AK,2016,True,False,True,False
417618,Colorado,CO,2016,True,True,False,False
417625,Delaware,DE,2011,True,False,True,False
417637,Kansas,KS,2018,True,False,True,False
417648,Colorado,CO,2018,True,False,True,False
